ANO,SIGLA_UF,COD_MUN,VINCULOS_ATIVOS,VINCULOS_CLT,VINCULOS_ESTATUTARIOS,NUM_FIRMAS
2008,MG,3133204,712,432,280,350
2008,MG,3133303,1686,1345,341,729
2008,MG,3133402,2182,1748,434,599
2008,MG,3133501,2899,2383,516,989
2008,MG,3133600,2911,2616,295,410
2008,MG,3133709,2637,2328,309,355
2008,MG,3133758,3319,2643,676,976
2008,MG,3133808,21714,19414,2300,4590
2008,MG,3133907,381,154,227,87
2008,MG,3134004,979,335,644,216
2008,MG,3134103,417,167,250,154
2008,MG,3134202,18803,16660,2143,4584
2008,MG,3134301,352,162,190,189
2008,MG,3134400,5951,5319,632,1970
2008,MG,3134509,373,180,193,133
2008,MG,3134608,1676,1342,334,530
2008,MG,3134707,686,218,468,323
2008,MG,3134806,1015,850,165,319
2008,MG,3134905,5645,5064,581,1958
2008,MG,3135001,493,312,181,105
2008,MG,3135050,3870,3171,699,859
2008,MG,3135076,294,107,187,112
2008,MG,3135100,9670,8436,1234,2411
2008,MG,3135209,4345,2978,1367,1882
2008,MG,3135308,618,609,9,142
2008,MG,3135357,343,30,313,121
2008,MG,3135407,397,215,182,157
2008,MG,3135456,524,234,290,96
2008,MG,3135506,1117,659,458,263
2008,MG,3135605,565,350,215,210
2008,MG,3135704,825,608,217,395
2008,MG,3135803,1624,1267,357,635
2008,MG,3135902,605,349,256,220
2008,MG,3136009,959,467,492,305
2008,MG,3136108,873,587,286,99
2008,MG,3136207,16017,15998,19,3551
2008,MG,3136306,8387,7353,1034,2716
2008,MG,3136405,389,233,156,137
2008,MG,3136504,680,258,422,228
2008,MG,3136520,140,24,116,66
2008,MG,3136553,203,92,111,68
2008,MG,3136579,236,4,232,71
2008,MG,3136603,490,322,168,150
2008,MG,3136652,4740,3923,817,487
2008,MG,3136702,122467,111495,10972,28144
2008,MG,3136801,413,151,262,110
2008,MG,3136900,1271,1132,139,439
2008,MG,3136959,322,34,288,99
2008,MG,3137007,541,131,410,231
2008,MG,3137106,916,692,224,287
2008,MG,3137205,9420,9394,26,2116
2008,MG,3137304,315,48,267,84
2008,MG,3137403,1161,753,408,331
2008,MG,3137502,1657,1277,380,620
2008,MG,3137536,993,673,320,347
2008,MG,3137601,11138,8070,3068,2062
2008,MG,3137700,1773,957,816,654
2008,MG,3137809,2201,1785,416,1036
2008,MG,3137908,197,52,145,79
2008,MG,3138005,734,486,248,325
2008,MG,3138104,1026,656,370,166
2008,MG,3138203,20896,17923,2973,5027
2008,MG,3138302,288,205,83,150
2008,MG,3138351,469,336,133,100
2008,MG,3138401,9411,8555,856,2749
2008,MG,3138500,702,435,267,342
2008,MG,3138609,2138,1564,574,912
2008,MG,3138625,1250,846,404,338
2008,MG,3138658,216,38,178,169
2008,MG,3138674,134,45,89,109
2008,MG,3138682,306,99,207,89
2008,MG,3138708,860,640,220,333
2008,MG,3138807,3063,2592,471,947
2008,MG,3138906,350,137,213,211
2008,MG,3139003,7873,6945,928,2644
2008,MG,3139102,373,272,101,233
2008,MG,3139201,927,404,523,331
2008,MG,3139250,215,27,188,85
2008,MG,3139300,1337,615,722,545
2008,MG,3139409,14564,12763,1801,3757
2008,MG,3139508,2617,1975,642,988
2008,MG,3139607,3240,2575,665,1084
2008,MG,3139706,1220,992,228,363
2008,MG,3139805,2809,2570,239,737
2008,MG,3139904,982,628,354,462
2008,MG,3140001,9997,8085,1912,1967
2008,MG,3140100,300,78,222,61
2008,MG,3140159,960,541,419,187
2008,MG,3140209,558,454,104,167
2008,MG,3140308,625,391,234,195
2008,MG,3140407,230,97,133,164
2008,MG,3140506,3535,3249,286,806
2008,MG,3140530,428,292,136,125
2008,MG,3140555,275,87,188,142
2008,MG,3140605,298,52,246,70
2008,MG,3140704,4503,3886,617,1014
2008,MG,3140803,4656,4229,427,714
2008,MG,3140852,722,550,172,189
2008,MG,3140902,1391,1322,69,506
2008,MG,3141009,632,262,370,340
2008,MG,3141108,11313,9949,1364,1464
2008,MG,3141207,394,165,229,136
2008,MG,3141306,461,221,240,121
2008,MG,3141405,1449,845,604,561
2008,MG,3141504,478,225,253,159
2008,MG,3141603,964,673,291,319
2008,MG,3141702,411,128,283,130
2008,MG,3141801,1507,1040,467,541
2008,MG,3141900,518,351,167,230
2008,MG,3142007,721,212,509,349
2008,MG,3142106,1053,650,403,321
2008,MG,3142205,2117,1554,563,611
2008,MG,3142254,73,12,61,47
2008,MG,3142304,384,235,149,171
2008,MG,3142403,584,465,119,445
2008,MG,3142502,278,103,175,69
2008,MG,3142601,1710,1516,194,436
2008,MG,3142700,854,324,530,472
2008,MG,3142809,3072,2491,581,1196
2008,MG,3142908,1322,456,866,740
2008,MG,3143005,2574,2239,335,490
2008,MG,3143104,8872,7736,1136,2920
2008,MG,3143153,225,42,183,40
2008,MG,3143203,3449,3096,353,1350
2008,MG,3143302,61765,52408,9357,14030
2008,MG,3143401,3914,3381,533,2136
2008,MG,3143450,460,211,249,140
2008,MG,3143500,1184,575,609,439
2008,MG,3143609,474,298,176,160
2008,MG,3143708,382,73,309,113
2008,MG,3143807,566,314,252,176
2008,MG,3143906,22099,19886,2213,6345
2008,MG,3144003,1664,1170,494,713
2008,MG,3144102,3194,2629,565,1108
2008,MG,3144201,138,28,110,58
2008,MG,3144300,6441,5441,1000,1693
2008,MG,3144359,735,600,135,161
2008,MG,3144375,270,89,181,92
2008,MG,3144409,395,252,143,181
2008,MG,3144508,956,470,486,265
2008,MG,3144607,3227,2713,514,1163
2008,MG,3144656,601,49,552,96
2008,MG,3144672,232,66,166,52
2008,MG,3144706,3171,2713,458,756
2008,MG,3144805,25442,25390,52,4150
2008,MG,3144904,336,197,139,146
2008,MG,3145000,3133,2621,512,724
2008,MG,3145059,933,657,276,184
2008,MG,3145109,1039,703,336,433
2008,MG,3145208,20160,18528,1632,2904
2008,MG,3145307,555,396,159,313
2008,MG,3145356,652,398,254,159
2008,MG,3145372,250,78,172,96
2008,MG,3145406,247,46,201,87
2008,MG,3145455,867,621,246,185
2008,MG,3145505,458,268,190,116
2008,MG,3145604,7109,6433,676,1740
2008,MG,3145703,183,79,104,66
2008,MG,3145802,357,202,155,122
2008,MG,3145851,494,295,199,116
2008,MG,3145877,202,31,171,84
2008,MG,3145901,15465,14118,1347,1641
2008,MG,3146008,5049,4333,716,1954
2008,MG,3146107,14809,10534,4275,2771
2008,MG,3146206,213,54,159,102
2008,MG,3146255,543,394,149,72
2008,MG,3146305,732,421,311,364
2008,MG,3146404,496,230,266,226
2008,MG,3146503,1989,1623,366,446
2008,MG,3146552,485,18,467,114
2008,MG,3146602,204,60,144,82
2008,MG,3146701,575,352,223,259
2008,MG,3146750,194,29,165,89
2008,MG,3146909,3206,2729,477,733
2008,MG,3147006,15915,13790,2125,3516
2008,MG,3147105,20978,19501,1477,4551
2008,MG,3147204,3399,2958,441,1199
2008,MG,3147303,5334,5312,22,975
2008,MG,3147402,4906,4273,633,1083
2008,MG,3147501,122,25,97,49
2008,MG,3147600,2765,2391,374,632
2008,MG,3147709,1114,780,334,318
2008,MG,3147808,238,66,172,84
2008,MG,3147907,21211,19842,1369,5448
2008,MG,3147956,279,23,256,70
2008,MG,3148004,29470,26603,2867,8093
2008,MG,3148103,16381,15998,383,4682
2008,MG,3148202,836,582,254,189
2008,MG,3148301,627,445,182,253
2008,MG,3148400,238,49,189,86
2008,MG,3148509,521,319,202,247
2008,MG,3148608,1487,927,560,356
2008,MG,3148707,1939,1175,764,623
2008,MG,3148756,98,15,83,59
2008,MG,3148806,252,67,185,74
2008,MG,3148905,687,483,204,135
2008,MG,3149002,129,14,115,55
2008,MG,3149101,1143,843,300,562
2008,MG,3149150,486,214,272,206
2008,MG,3149200,521,238,283,198
2008,MG,3149309,14154,12180,1974,2464
2008,MG,3149408,114,37,77,61
2008,MG,3149507,703,579,124,224
2008,MG,3149606,428,172,256,215
2008,MG,3149705,1454,1264,190,481
2008,MG,3149804,3327,2650,677,805
2008,MG,3149903,3322,2864,458,995
2008,MG,3149952,414,223,191,119
2008,MG,3150000,363,125,238,126
2008,MG,3150109,328,144,184,157
2008,MG,3150158,363,239,124,143
2008,MG,3150208,370,256,114,115
2008,MG,3150307,432,261,171,214
2008,MG,3150406,276,78,198,120
2008,MG,3150505,933,689,244,241
2008,MG,3150539,732,523,209,121
2008,MG,3150570,369,26,343,108
2008,MG,3150604,597,379,218,257
2008,MG,3150703,1612,1387,225,201
2008,MG,3150802,932,601,331,310
2008,MG,3150901,401,250,151,162
2008,MG,3151008,730,517,213,350
2008,MG,3151107,1810,1466,344,433
2008,MG,3151206,9922,7929,1993,2433
2008,MG,3151305,1270,1017,253,473
2008,MG,3151404,4216,3566,650,1240
2008,MG,3151503,5735,4720,1015,1779
2008,MG,3151602,666,466,200,270
2008,MG,3151701,1406,1042,364,739
2008,MG,3151800,40509,40282,227,9059
2008,MG,3151909,828,741,87,199
2008,MG,3152006,4822,3567,1255,1517
2008,MG,3152105,12884,11417,1467,3244
2008,MG,3152131,294,25,269,55
2008,MG,3152170,781,212,569,145
2008,MG,3152204,1928,1161,767,1033
2008,MG,3152303,461,305,156,222
2008,MG,3152402,606,273,333,245
2008,MG,3152501,34017,30802,3215,7177
2008,MG,3152600,1170,1001,169,329
2008,MG,3152709,1023,690,333,278
2008,MG,3152808,5067,4571,496,1669
2008,MG,3152907,964,789,175,551
2008,MG,3153004,343,188,155,120
2008,MG,3153103,414,130,284,126
2008,MG,3153202,385,177,208,130
2008,MG,3153301,282,39,243,62
2008,MG,3153400,2306,1967,339,667
2008,MG,3153509,436,248,188,223
2008,MG,3153608,1491,1162,329,386
2008,MG,3153707,408,196,212,171
2008,MG,3153806,179,75,104,84
2008,MG,3153905,544,303,241,321
2008,MG,3154002,2014,1534,480,839
2008,MG,3154101,852,532,320,411
2008,MG,3154150,497,305,192,162
2008,MG,3154200,904,639,265,623
2008,MG,3154309,2275,1652,623,824
2008,MG,3154408,592,336,256,192
2008,MG,3154457,306,102,204,161
2008,MG,3154507,993,706,287,205
2008,MG,3154606,18291,14910,3381,3313
2008,MG,3154705,729,510,219,161
2008,MG,3154804,1755,1238,517,3119
2008,MG,3154903,2244,1910,334,821
2008,MG,3155009,191,103,88,92
2008,MG,3155108,520,228,292,128
2008,MG,3155207,259,33,226,131
2008,MG,3155306,314,152,162,171
2008,MG,3155405,1191,811,380,672
2008,MG,3155504,3703,3163,540,525
2008,MG,3155603,1720,743,977,763
2008,MG,3155702,1405,982,423,574
2008,MG,3155801,2311,1868,443,877
2008,MG,3155900,675,341,334,260
2008,MG,3156007,550,246,304,296
2008,MG,3156106,558,298,260,204
2008,MG,3156205,399,260,139,89
2008,MG,3156304,2494,2323,171,306
2008,MG,3156403,481,381,100,163
2008,MG,3156452,325,124,201,153
2008,MG,3156502,435,52,383,138
2008,MG,3156601,561,286,275,316
2008,MG,3156700,12600,10817,1783,2279
2008,MG,3156809,1352,929,423,408
2008,MG,3156908,4644,4599,45,1548
2008,MG,3157005,4117,2803,1314,1608
2008,MG,3157104,898,679,219,179
2008,MG,3157203,5399,4776,623,1018
2008,MG,3157252,332,121,211,116
2008,MG,3157278,143,139,4,113
2008,MG,3157302,369,167,202,110
2008,MG,3157336,613,445,168,239
2008,MG,3157377,266,24,242,88
2008,MG,3157401,375,204,171,138
2008,MG,3157500,255,21,234,75
2008,MG,3157609,275,79,196,67
2008,MG,3157658,288,17,271,89
2008,MG,3157708,2703,2314,389,516
2008,MG,3157807,25622,22345,3277,3575
2008,MG,3157906,864,323,541,438
2008,MG,3158003,1273,932,341,419
2008,MG,3158102,282,46,236,100
2008,MG,3158201,618,458,160,315
2008,MG,3158300,1309,1155,154,490
2008,MG,3158409,326,165,161,142
2008,MG,3158508,413,172,241,182
2008,MG,3158607,612,441,171,136
2008,MG,3158706,262,56,206,65
2008,MG,3158805,475,290,185,137
2008,MG,3158904,521,340,181,190
2008,MG,3158953,2815,2383,432,500
2008,MG,3159001,416,206,210,141
2008,MG,3159100,370,128,242,119
2008,MG,3159209,826,650,176,385
2008,MG,3159308,560,255,305,263
2008,MG,3159357,833,615,218,133
2008,MG,3159407,340,198,142,106
2008,MG,3159506,363,103,260,81
2008,MG,3159605,10071,9491,580,2276
2008,MG,3159704,376,151,225,85
2008,MG,3159803,3274,2307,967,1134
2008,MG,3159902,2020,1644,376,673
2008,MG,3160009,388,197,191,129
2008,MG,3160108,294,147,147,124
2008,MG,3160207,363,184,179,61
2008,MG,3160306,532,59,473,202
2008,MG,3160405,4861,4342,519,1366
2008,MG,3160454,212,25,187,72
2008,MG,3160504,135,15,120,30
2008,MG,3160603,394,147,247,114
2008,MG,3160702,6003,6003,0,1907
2008,MG,3160801,384,212,172,115
2008,MG,3160900,412,240,172,247
2008,MG,3160959,415,262,153,103
2008,MG,3161007,1505,1155,350,661
2008,MG,3161056,244,29,215,54
2008,MG,3161106,2590,1430,1160,1113
2008,MG,3161205,676,460,216,223
2008,MG,3161304,874,504,370,411
2008,MG,3161403,355,208,147,161
2008,MG,3161502,1175,1042,133,295
2008,MG,3161601,156,17,139,70
2008,MG,3161650,160,23,137,65
2008,MG,3161700,1282,966,316,351
2008,MG,3161809,2250,1879,371,380
2008,MG,3161908,1476,1139,337,305
2008,MG,3162005,3943,3469,474,1285
2008,MG,3162104,4219,3515,704,1392
2008,MG,3162203,1041,799,242,417
2008,MG,3162252,291,56,235,89
2008,MG,3162302,154,81,73,112
2008,MG,3162401,1225,523,702,306
2008,MG,3162450,348,12,336,82
2008,MG,3162500,16175,13735,2440,3912
2008,MG,3162559,593,407,186,177
2008,MG,3162575,555,257,298,157
2008,MG,3162609,542,288,254,221
2008,MG,3162658,202,4,198,35
2008,MG,3162708,2401,1716,685,455
2008,MG,3162807,895,465,430,324
2008,MG,3162906,5020,4871,149,1581
2008,MG,3162922,4163,3732,431,419
2008,MG,3162948,1079,836,243,257
2008,MG,3162955,2832,2271,561,480
2008,MG,3163003,192,107,85,69
2008,MG,3163102,653,432,221,210
2008,MG,3163201,260,123,137,161
2008,MG,3163300,154,24,130,127
2008,MG,3163409,479,304,175,220
2008,MG,3163508,313,104,209,86
2008,MG,3163607,148,17,131,46
2008,MG,3163706,7905,7887,18,2750
2008,MG,3163805,394,199,195,173
2008,MG,3163904,458,312,146,184
2008,MG,3164001,1332,1079,253,267
2008,MG,3164100,204,63,141,107
2008,MG,3164209,572,243,329,219
2008,MG,3164308,773,531,242,275
2008,MG,3164407,835,653,182,201
2008,MG,3164431,282,67,215,62
2008,MG,3164472,183,113,70,102
2008,MG,3164506,153,45,108,136
2008,MG,3164605,1985,1789,196,221
2008,MG,3164704,16378,15241,1137,3897
2008,MG,3164803,200,20,180,28
2008,MG,3164902,294,144,150,76
2008,MG,3165008,1155,866,289,474
2008,MG,3165107,1109,866,243,287
2008,MG,3165206,1961,1759,202,429
2008,MG,3165305,1102,838,264,389
2008,MG,3165404,1220,983,237,331
2008,MG,3165503,147,64,83,112
2008,MG,3165537,3757,2924,833,579
2008,MG,3165552,216,85,131,67
2008,MG,3165560,155,27,128,49
2008,MG,3165578,314,304,10,116
2008,MG,3165602,343,218,125,105
2008,MG,3165701,525,300,225,155
2008,MG,3165800,161,26,135,42
2008,MG,3165909,387,84,303,100
2008,MG,3166006,353,184,169,125
2008,MG,3166105,219,117,102,76
2008,MG,3166204,431,248,183,231
2008,MG,3166303,296,71,225,191
2008,MG,3166402,260,96,164,100
2008,MG,3166501,153,56,97,40
2008,MG,3166600,226,17,209,37
2008,MG,3166709,1336,1028,308,190
2008,MG,3166808,1793,1432,361,516
2008,MG,3166907,918,776,142,333
2008,MG,3166956,285,113,172,76
2008,MG,3167004,226,100,126,99
2008,MG,3167103,1485,1097,388,530
2008,MG,3167202,48365,42486,5879,8981
2008,MG,3167301,235,85,150,93
2008,MG,3167400,998,798,200,273
2008,MG,3167509,619,449,170,151
2008,MG,3167608,566,322,244,355
2008,MG,3167707,407,163,244,130
2008,MG,3167806,646,391,255,255
2008,MG,3167905,454,240,214,195
2008,MG,3168002,3444,2838,606,1444
2008,MG,3168051,231,54,177,67
2008,MG,3168101,2235,1754,481,194
2008,MG,3168200,330,171,159,58
2008,MG,3168309,434,174,260,121
2008,MG,3168408,550,388,162,466
2008,MG,3168507,1092,603,489,373
2008,MG,3168606,20129,17887,2242,5580
2008,MG,3168705,17056,15339,1717,3139
2008,MG,3168804,1617,1232,385,571
2008,MG,3168903,638,446,192,314
2008,MG,3169000,2574,2105,469,806
2008,MG,3169059,210,71,139,99
2008,MG,3169109,595,474,121,213
2008,MG,3169208,873,568,305,517
2008,MG,3169307,14777,13552,1225,3486
2008,MG,3169356,4986,3695,1291,1290
2008,MG,3169406,10614,9205,1409,2943
2008,MG,3169505,345,261,84,106
2008,MG,3169604,3242,2251,991,1325
2008,MG,3169703,1940,1650,290,631
2008,MG,3169802,699,494,205,225
2008,MG,3169901,22240,21015,1225,5347
2008,MG,3170008,477,93,384,260
2008,MG,3170057,653,381,272,285
2008,MG,3170107,70434,60218,10216,15512
2008,MG,3170206,159576,143176,16400,30143
2008,MG,3170305,226,58,168,97
2008,MG,3170404,12965,10605,2360,3995
2008,MG,3170438,1249,1240,9,266
2008,MG,3170479,193,44,149,79
2008,MG,3170503,2166,1835,331,267
2008,MG,3170529,348,343,5,211
2008,MG,3170578,364,179,185,149
2008,MG,3170602,280,131,149,101
2008,MG,3170651,374,172,202,108
2008,MG,3170701,32968,30043,2925,7804
2008,MG,3170750,909,665,244,230
2008,MG,3170800,5998,5094,904,1280
2008,MG,3170909,1009,211,798,362
2008,MG,3171006,3536,3104,432,1082
2008,MG,3171030,412,390,22,154
2008,MG,3171071,333,212,121,95
2008,MG,3171105,775,585,190,168
2008,MG,3171154,214,43,171,81
2008,MG,3171204,12155,10042,2113,1789
2008,MG,3171303,16379,11676,4703,3586
2008,MG,3171402,276,101,175,106
2008,MG,3171501,350,75,275,75
2008,MG,3171600,648,230,418,246
2008,MG,3171709,980,755,225,348
2008,MG,3171808,775,479,296,279
2008,MG,3171907,242,45,197,77
2008,MG,3172004,9265,8367,898,1625
2008,MG,3172103,641,534,107,250
2008,MG,3172202,276,174,102,98
2009,MG,3100104,1026,767,259,354
2009,MG,3100203,3975,3185,790,1372
2009,MG,3100302,1410,1207,203,543
2009,MG,3100401,337,322,15,101
2009,MG,3100500,614,329,285,224
2009,MG,3100609,791,379,412,285
2009,MG,3100708,427,414,13,112
2009,MG,3100807,763,506,257,181
2009,MG,3100906,1239,679,560,576
2009,MG,3101003,829,382,447,201
2009,MG,3101102,2865,2565,300,1022
2009,MG,3101201,782,527,255,336
2009,MG,3101300,214,61,153,76
2009,MG,3101409,377,376,1,130
2009,MG,3101508,7637,6542,1095,3905
2009,MG,3101607,16428,14180,2248,3934
2009,MG,3101631,642,431,211,227
2009,MG,3101706,3876,2870,1006,1431
2009,MG,3101805,668,404,264,187
2009,MG,3101904,2521,2093,428,1067
2009,MG,3102001,1166,723,443,473
2009,MG,3102050,469,203,266,212
2009,MG,3102100,691,332,359,280
2009,MG,3102209,183,42,141,67
2009,MG,3102308,2351,1928,423,528
2009,MG,3102407,240,78,162,98
2009,MG,3102506,441,142,299,94
2009,MG,3102605,8279,7345,934,2237
2009,MG,3102704,702,416,286,189
2009,MG,3102803,1116,764,352,673
2009,MG,3102852,617,247,370,115
2009,MG,3102902,1461,1071,390,397
2009,MG,3103009,1360,882,478,209
2009,MG,3103108,158,39,119,77
2009,MG,3103207,604,392,212,98
2009,MG,3103306,240,25,215,69
2009,MG,3103405,3392,2650,742,1338
2009,MG,3103504,20362,20014,348,5271
2009,MG,3103603,405,107,298,133
2009,MG,3103702,570,293,277,117
2009,MG,3103751,2250,1637,613,383
2009,MG,3103801,478,203,275,70
2009,MG,3103900,1662,1366,296,549
2009,MG,3104007,21991,18425,3566,5047
2009,MG,3104106,3137,2812,325,502
2009,MG,3104205,7805,6973,832,2204
2009,MG,3104304,1452,1121,331,1018
2009,MG,3104403,397,173,224,114
2009,MG,3104452,179,44,135,74
2009,MG,3104502,1286,942,344,677
2009,MG,3104601,3684,3190,494,688
2009,MG,3104700,735,377,358,347
2009,MG,3104809,691,476,215,189
2009,MG,3104908,3001,2646,355,1075
2009,MG,3105004,1936,1671,265,340
2009,MG,3105103,3701,3077,624,1143
2009,MG,3105202,285,42,243,106
2009,MG,3105301,578,475,103,200
2009,MG,3105400,3601,2626,975,910
2009,MG,3105509,593,229,364,212
2009,MG,3105608,24495,20798,3697,4962
2009,MG,3105707,552,289,263,186
2009,MG,3105905,2892,2198,694,878
2009,MG,3106002,872,549,323,255
2009,MG,3106101,530,406,124,186
2009,MG,3106200,1285608,916075,369533,146760
2009,MG,3106309,6434,5128,1306,739
2009,MG,3106408,566,300,266,354
2009,MG,3106507,923,651,272,234
2009,MG,3106606,193,54,139,90
2009,MG,3106655,384,110,274,81
2009,MG,3106705,105661,94114,11547,9008
2009,MG,3106804,399,175,224,103
2009,MG,3106903,2349,1830,519,902
2009,MG,3107000,319,133,186,150
2009,MG,3107109,6001,4886,1115,2129
2009,MG,3107208,522,234,288,253
2009,MG,3107307,7322,5369,1953,1982
2009,MG,3107406,9223,7992,1231,2634
2009,MG,3107505,1129,754,375,353
2009,MG,3107604,430,264,166,176
2009,MG,3107703,799,581,218,234
2009,MG,3107802,728,396,332,315
2009,MG,3107901,687,406,281,268
2009,MG,3108008,1955,1535,420,879
2009,MG,3108107,515,248,267,283
2009,MG,3108206,672,396,276,359
2009,MG,3108255,411,49,362,88
2009,MG,3108305,2493,2185,308,918
2009,MG,3108404,1953,1533,420,811
2009,MG,3108503,255,53,202,111
2009,MG,3108552,1273,947,326,554
2009,MG,3108602,2581,1430,1151,931
2009,MG,3108701,253,43,210,80
2009,MG,3108800,302,58,244,95
2009,MG,3108909,1612,1235,377,518
2009,MG,3109006,6311,5027,1284,1218
2009,MG,3109105,789,532,257,503
2009,MG,3109204,1065,657,408,484
2009,MG,3109253,208,32,176,63
2009,MG,3109303,3293,2240,1053,819
2009,MG,3109402,3568,2811,757,819
2009,MG,3109451,761,300,461,157
2009,MG,3109501,1824,1530,294,706
2009,MG,3109600,765,594,171,221
2009,MG,3109709,1338,1209,129,395
2009,MG,3109808,727,178,549,100
2009,MG,3109907,1725,1380,345,409
2009,MG,3110004,4404,3621,783,1464
2009,MG,3110103,392,60,332,147
2009,MG,3110202,453,268,185,78
2009,MG,3110301,1878,1574,304,725
2009,MG,3110400,237,37,200,69
2009,MG,3110509,3981,3338,643,1364
2009,MG,3110608,5329,4621,708,1340
2009,MG,3110707,1567,1140,427,669
2009,MG,3110806,392,149,243,139
2009,MG,3110905,2700,2266,434,1019
2009,MG,3111002,2398,1925,473,967
2009,MG,3111101,2297,2204,93,1018
2009,MG,3111150,210,14,196,60
2009,MG,3111200,9283,8608,675,3015
2009,MG,3111309,1222,714,508,348
2009,MG,3111408,1827,1621,206,295
2009,MG,3111507,1796,1401,395,662
2009,MG,3111606,3211,2286,925,1173
2009,MG,3111705,331,101,230,95
2009,MG,3111804,3094,2561,533,380
2009,MG,3111903,521,246,275,160
2009,MG,3112000,2016,1446,570,589
2009,MG,3112059,382,87,295,73
2009,MG,3112109,399,112,287,177
2009,MG,3112208,305,98,207,133
2009,MG,3112307,4580,3775,805,1121
2009,MG,3112406,747,467,280,431
2009,MG,3112505,1430,1134,296,363
2009,MG,3112604,3505,2873,632,753
2009,MG,3112653,313,85,228,103
2009,MG,3112703,1288,840,448,415
2009,MG,3112802,1466,1461,5,470
2009,MG,3112901,597,308,289,222
2009,MG,3113008,736,201,535,237
2009,MG,3113107,279,122,157,57
2009,MG,3113206,3683,2992,691,889
2009,MG,3113305,4752,3876,876,1678
2009,MG,3113404,14073,12208,1865,3709
2009,MG,3113503,1059,734,325,291
2009,MG,3113602,1112,869,243,336
2009,MG,3113701,2770,2227,543,918
2009,MG,3113800,263,70,193,74
2009,MG,3113909,2070,1632,438,626
2009,MG,3114006,2045,1689,356,529
2009,MG,3114105,2296,1833,463,671
2009,MG,3114204,3816,3247,569,911
2009,MG,3114303,4064,3134,930,1586
2009,MG,3114402,2960,2427,533,1352
2009,MG,3114501,2963,2478,485,659
2009,MG,3114550,1680,1669,11,641
2009,MG,3114600,465,246,219,176
2009,MG,3114709,439,185,254,140
2009,MG,3114808,381,165,216,188
2009,MG,3114907,306,112,194,74
2009,MG,3115003,388,236,152,117
2009,MG,3115102,2606,2583,23,1039
2009,MG,3115201,326,102,224,107
2009,MG,3115300,15894,15808,86,3482
2009,MG,3115359,648,389,259,158
2009,MG,3115409,213,57,156,71
2009,MG,3115458,326,156,170,109
2009,MG,3115474,282,24,258,114
2009,MG,3115508,3438,2758,680,1614
2009,MG,3115607,196,42,154,40
2009,MG,3115706,492,181,311,321
2009,MG,3115805,752,498,254,356
2009,MG,3115904,329,180,149,158
2009,MG,3116001,352,105,247,124
2009,MG,3116100,707,83,624,183
2009,MG,3116159,364,217,147,223
2009,MG,3116209,376,349,27,87
2009,MG,3116308,284,54,230,118
2009,MG,3116407,550,375,175,167
2009,MG,3116506,986,689,297,215
2009,MG,3116605,7493,6924,569,1324
2009,MG,3116704,630,414,216,248
2009,MG,3116803,428,160,268,225
2009,MG,3116902,1708,1553,155,193
2009,MG,3117009,475,97,378,136
2009,MG,3117108,1018,716,302,414
2009,MG,3117207,286,121,165,119
2009,MG,3117306,4798,3803,995,876
2009,MG,3117405,273,69,204,103
2009,MG,3117504,1534,1122,412,586
2009,MG,3117603,1674,1417,257,301
2009,MG,3117702,1932,1488,444,728
2009,MG,3117801,1628,1379,249,553
2009,MG,3117836,291,61,230,81
2009,MG,3117876,3553,3153,400,290
2009,MG,3117900,1173,911,262,360
2009,MG,3118007,10564,8427,2137,1972
2009,MG,3118106,229,43,186,55
2009,MG,3118205,1191,818,373,451
2009,MG,3118304,18039,16217,1822,4660
2009,MG,3118403,1858,1250,608,816
2009,MG,3118502,123,38,85,70
2009,MG,3118601,180985,167598,13387,22565
2009,MG,3118700,1177,866,311,473
2009,MG,3118809,1724,961,763,496
2009,MG,3118908,584,316,268,298
2009,MG,3119005,494,324,170,163
2009,MG,3119104,2140,1787,353,862
2009,MG,3119203,531,206,325,300
2009,MG,3119302,4521,3758,763,1753
2009,MG,3119401,14603,12836,1767,4158
2009,MG,3119500,525,185,340,185
2009,MG,3119609,360,171,189,123
2009,MG,3119708,359,230,129,162
2009,MG,3119807,394,203,191,145
2009,MG,3119906,240,215,25,71
2009,MG,3119955,1319,1087,232,288
2009,MG,3120003,335,69,266,89
2009,MG,3120102,418,202,216,161
2009,MG,3120151,392,109,283,148
2009,MG,3120201,2433,2029,404,621
2009,MG,3120300,442,281,161,106
2009,MG,3120409,569,290,279,168
2009,MG,3120508,1162,836,326,485
2009,MG,3120607,452,230,222,155
2009,MG,3120706,457,232,225,176
2009,MG,3120805,2155,1677,478,709
2009,MG,3120839,332,46,286,139
2009,MG,3120870,277,79,198,93
2009,MG,3120904,14313,12525,1788,3795
2009,MG,3121001,358,124,234,111
2009,MG,3121100,826,624,202,360
2009,MG,3121209,1087,1059,28,382
2009,MG,3121258,3614,3258,356,421
2009,MG,3121308,983,724,259,287
2009,MG,3121407,422,168,254,154
2009,MG,3121506,326,170,156,143
2009,MG,3121605,7171,5368,1803,1667
2009,MG,3121704,124,55,69,63
2009,MG,3121803,552,294,258,326
2009,MG,3121902,510,318,192,159
2009,MG,3122009,1259,773,486,564
2009,MG,3122108,197,67,130,111
2009,MG,3122207,236,96,140,123
2009,MG,3122306,51965,47419,4546,12195
2009,MG,3122355,670,279,391,104
2009,MG,3122405,635,385,250,194
2009,MG,3122454,456,155,301,119
2009,MG,3122470,254,85,169,138
2009,MG,3122504,412,173,239,197
